Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
4/28/22,39242.8,40379.84,38869.44,39745.26,912.560331,00:00.0,36217620.87,43212,456.743272,18132843.24,0
4/29/22,39740.07,39922.69,38172.21,38595.67,784.378759,00:00.0,30567925.88,38720,376.880338,14690383.04,0
4/30/22,38595.79,38784.73,37588,37634.39,417.928965,00:00.0,15999950.37,26697,188.595849,7225574.346,0
5/1/22,37636.46,38676.09,37396.09,38469.55,597.610156,00:00.0,22765677.04,34509,293.663395,11195887.04,0
5/2/22,38471.49,39162.85,38037.28,38517.84,780.86871,00:00.0,30191078.97,39856,392.358408,15175228.48,0
5/3/22,38519.69,38641.84,37517.66,37719.58,628.279118,00:00.0,23954339.77,31167,286.631734,10927028.4,0
5/4/22,37724.19,40020,37655.82,39689.62,935.559527,00:00.0,36503827.62,39377,501.04713,19553573.01,0
5/5/22,39682.36,39838.15,35605.89,36540,1456.500779,00:00.0,54203335.94,55901,648.774049,24154504.81,0
5/6/22,36547.34,36673.25,35253.47,36004.58,1117.501362,00:00.0,40237425.88,48224,531.981049,19162245.21,0
5/7/22,36007.45,36128.72,34777,35464.39,538.449295,00:00.0,19157290.7,27052,244.59726,8713891.094,0
5/8/22,35463.49,35504.42,33710,34033.74,1027.118597,00:00.0,35362168.77,46671,472.069353,16254448.28,0
5/9/22,34039.3,34227.71,30047.25,30080.85,3055.630711,00:00.0,97865097.37,85265,1437.026556,46021353.84,0
